DateKey,Year,Month,Day,Season
3c187ec4-51c3-4b3e-b597-c1b83fa7f403,2025,5,22,Spring
36e90897-4e3c-4131-be60-95e8ab8d265b,2015,11,29,Unknown
88c8170d-f9d3-4320-959b-a4f81270e9b5,2025,5,5,Spring
2035398b-a434-4d3c-8d60-833d1f1857a7,2018,12,11,Autumn
12064a77-3ec9-482c-a7e8-6effa6058363,2018,3,6,Winter
d4a77d53-e37f-4908-a365-6d30db87e359,2019,5,24,Spring
617ff5a4-8f1e-46d0-9412-be17c875ef5d,2021,5,28,Spring
c70c952c-8dc7-4a83-b087-98d0b8c4f39d,2016,10,24,Unknown
d82fab6b-c882-48ba-834f-5f515e9bba42,2019,2,13,Winter
402d3dbf-eb77-41dd-96a9-771225be2fbc,2018,2,14,Winter
e378e35c-88e7-4692-b498-2824571dd886,2021,10,22,Unknown
f6dbb294-8ed1-4e1b-a15d-e724f5ef5952,2017,10,13,Unknown
4f11bd46-ac47-41fe-b502-c14cd3d05e4b,2024,5,10,Spring
c1728d66-0248-4da0-9144-e5229a933eb3,2019,10,2,Unknown
08f2e740-7004-4c9d-96b0-016414410d4a,2018,6,7,Spring
a1e5e44b-9767-443f-a0ae-e37d1c53db06,2018,6,22,Summer
6a05bdb5-556f-4842-b7b1-7afb8fbfaa2c,2018,4,23,Spring
ced10f3d-ebc5-485a-a7b6-c7373967e2ce,2017,3,13,Winter
fff85393-d1a2-4b7b-8f54-f8b88dd7ec68,2019,1,10,Winter
23653678-d019-4f0e-9a11-c3cc350921b0,2021,4,30,Spring
e7998080-942d-4960-928b-dbac4d934ccf,2020,11,12,Unknown
4b19106b-1f9e-452e-98b3-a8040159f20d,2019,12,13,Autumn
0162141b-b8bf-47f4-98a5-20bd02950a94,2020,7,24,Summer
1a2cf08b-58a2-44cd-ab79-fa870aa6489a,2024,6,14,Spring
d98035b7-22b5-44f5-b869-d7e7963174ab,2021,9,10,Summer
327d1d83-1eaa-4a98-bb05-c3f6874a1a46,2022,6,24,Summer
d70e1ef3-dfdc-4a03-9879-299230dbf684,2020,3,15,Winter
c2f073e3-7a79-49b8-ab0a-c0e72d3eacde,2024,2,23,Winter
8949e8c8-fa13-4313-b0cf-c5d3b5bea435,2020,6,24,Summer
fb47fd2f-9dc3-4413-8530-ce642763d6c2,2015,11,13,Unknown
2961cbeb-f8ad-4227-a691-a5f14bd428be,2019,12,2,Autumn
50656a25-13e7-44c9-a983-c7de25f5836b,2025,2,7,Winter
53fbb88d-b6a6-409a-a8f6-e705b4448fc7,2024,4,5,Spring
cffed62f-ccbe-460c-ab4e-8f86d8a2e1e7,2020,5,7,Spring
75614117-d8ea-4b9a-ab9b-954448d99761,2025,4,4,Spring
1f25b73a-3551-4514-a1f1-2e8e9277d107,2023,7,28,Summer
17b63124-de1f-4da8-8386-f0a35d1f8da2,2024,10,18,Unknown
de2a07c7-9ad3-46b4-812c-7699392a98b5,2017,9,10,Summer
343a5209-8a47-45d8-adad-d83a1bf6c951,2025,5,9,Spring
0ae84b99-be93-44ed-853b-b0f12587b253,2024,3,6,Winter
6a18108a-0b5c-44a2-9559-c8b77ba221b2,2019,3,19,Winter
69d78c78-5646-46bc-87af-458e13880cea,2020,7,16,Summer
b717d0a4-8381-432e-bab3-f1dff7ece237,2023,9,29,Autumn
e6e6da69-dede-454f-8820-30a96ebabd45,2023,5,12,Spring
d80fea08-7b4d-407d-a8e0-0680538e0a22,2018,4,26,Spring
7c6398a4-d8bf-4ab8-a4cd-fc71a13a38bd,2019,10,11,Unknown
7ca7983f-9cfd-4595-8286-58ba7d88622d,2021,5,14,Spring
b3bc0d50-c2f9-458d-9cca-1307457250de,2021,4,22,Spring
8c09be24-7d90-4952-bb11-00a3a60c6af8,2024,2,7,Winter
f594c59e-8ae0-4813-9ff8-044a9433fddd,2019,11,29,Unknown
10dfdfb1-56ab-4a18-b682-be4b6f6c13c5,2018,3,8,Winter
fa3dd1c6-83a0-43b9-9f37-6c26b3860f82,2025,5,30,Spring
47f60ab0-856f-4210-b9e0-b7ebc2c96f7e,2024,2,16,Winter
8561a692-d5dc-4e54-a223-97aec2eaee0b,2017,10,14,Unknown
ec365f88-1ad9-40ce-a446-65f5dfdf6cb1,2018,10,8,Unknown
c8e403ed-c771-4073-a3c0-42de8fa80217,2021,4,19,Spring
94621270-5424-4203-8339-7fe788ea47b0,2021,9,1,Summer
ae61750c-15c8-4265-8d26-da8292c26284,2019,1,17,Winter
36c5f7f7-1224-4b86-aec5-2279e066dd6f,2022,3,4,Winter
7f922c2a-aa00-44e1-b5b1-1c156a641894,2022,3,25,Spring
a5c63043-68a2-444a-927c-4a8688b3e51b,2022,1,31,Winter
477fc819-d2c3-440f-93da-2552e8f68bf6,2023,2,24,Winter
3a3f7d7d-8b5b-46a1-9bdd-81f7bdcf4c5b,2022,6,10,Spring
b2ef45a6-e68e-4c0b-bbc6-8cb5bffc74c5,2022,11,28,Unknown
e04b6ba0-d8cc-4b66-b001-052f18b08711,2019,11,20,Unknown
c29bab0e-f563-49d3-b4e5-2dec38441f19,2017,1,1,Winter
685976a4-2593-47ee-a928-ea8bce88ddb1,2020,5,19,Spring
4124628c-cad8-4c89-9d8b-d0d7062d83ba,2020,3,14,Winter
289b1d5a-fa09-4a2b-9a1f-d86bc7cdaafa,2022,10,7,Unknown
f73fd856-9e7a-4f24-b2cf-51d35cbe20c3,2016,8,9,Summer
a76df4cd-c776-4efe-9e5a-371c649f96dc,2022,7,27,Summer
b938459b-ed21-40b8-820c-461aa301b564,2016,9,16,Summer
dcae9f66-f813-4836-bd36-4a91d3a3e43d,2019,4,29,Spring
7e133302-5504-43e2-9c11-994fadf8b425,2019,4,10,Spring
bdadbf38-7201-4481-9f1e-cab26af0c7bc,2021,12,25,Winter
0181b2cf-f8cc-46b7-a88c-61ba3f26a736,2019,3,23,Spring
24986433-9963-4332-a8c9-405fc6058bdc,2019,11,8,Unknown
a22acccf-6d87-42ac-b7b6-a53258f38413,2018,11,30,Unknown
2caf8cf0-b999-46c4-b60e-01d5c76ed004,2019,11,15,Unknown
96fff3e9-2421-4e4a-b6cc-499add11c802,2020,7,31,Summer
7076daa3-035a-4fc8-8d33-c45e2dde4f27,2019,5,3,Spring
4604e498-8ab3-4ca4-8466-43fe50ef93be,2018,6,8,Spring
36a03831-9b76-47ab-a9f9-a6b1b60fa6b6,2017,9,26,Autumn
9750332c-752e-4d37-8c5f-57282921cc8b,2022,7,15,Summer
37f73aab-685f-463d-82ac-da462ed92edd,2022,9,30,Autumn
2dcf8314-99af-4c30-81ba-346e99556ed8,2024,12,13,Autumn
c08ae7cb-ce2d-4511-96b0-5f899558c4ae,2023,3,17,Winter
aac5f502-c54d-4ea9-b899-ce4b2d89f15d,2018,5,17,Spring
37e1a657-b666-48b6-b7b8-720a65283782,2022,9,23,Autumn
bafd123b-34cb-40f1-aca4-06ab1fb915b9,2017,10,1,Unknown
1af53a2d-c94b-4470-958c-3f95ad33e3fc,2019,1,1,Winter
507a922a-b9b1-44b9-8080-b75cc12c80e1,2020,4,23,Spring
e15d03cc-48e0-4f03-ae55-1e3d4304573b,2023,12,15,Autumn
53fc8790-43a1-48d5-8f3c-a03f7b5cd6f3,2020,3,20,Winter
984c6fb4-263b-44a8-a9e4-029eff7d9d75,2023,9,7,Summer
615ebc4a-084e-4d0d-89fd-84bd9c219026,2019,12,7,Autumn
f5450546-6adc-4a0a-bedd-44008de290f9,2020,9,8,Summer
4cfb93d6-a0fc-4965-b880-ac8e477b4c2f,2023,10,31,Unknown
18e735f7-74b2-4bf6-96f4-76f580583cd3,2021,4,4,Spring
772e2815-3a33-47c8-b296-c1b2da8dd51f,2023,7,3,Summer
8a4e3058-49c2-4172-9fbc-7cc5b357f292,2018,1,1,Winter
6e6672f0-d757-49b0-a8c0-30254dbcfe3e,2016,12,24,Winter
fa50e5a6-9b54-4c71-8138-ae000f34c404,2018,10,31,Unknown
d3ba175d-ccba-4db1-b563-b4b72f5412ca,2020,10,31,Unknown
6151eeed-00cb-421e-bb8f-41836d40a137,2019,7,11,Summer
3b64efff-4ba5-4378-aedd-bbc401e5e38f,2020,10,3,Unknown
182a37a8-b13b-4651-92dc-2bed59d5ea52,2018,4,1,Spring
1733dfe4-c3fa-4b26-81eb-40ef93201173,2020,9,19,Summer
4fdb8f90-7590-4b1a-bf08-c3a9ffee2031,2016,11,17,Unknown
58b505ba-351a-44dd-a131-2505608a027a,2021,2,18,Winter
91473353-d66e-491e-8e33-ccde60283920,2019,5,30,Spring
c6fa63a9-f4f2-4d99-8eef-6629af1ab2b6,2021,1,9,Winter
d84fec56-3288-46da-b5e7-339cf456ef8d,2016,12,13,Autumn
ef9af068-ce8a-4ac7-969d-f9c43bb664d5,2015,7,25,Summer
a6b306f0-eb2e-456d-a60b-0254ab3aa38e,2018,4,11,Spring
6ad9e6ba-ae8a-4850-aaed-14c99f6ba995,2018,7,1,Summer
50f54c71-eff6-4f04-baab-358a064fc622,2020,11,26,Unknown
e8c7e01f-945e-421b-92a0-229d2f09528a,2020,9,16,Summer
3a373202-3cc5-4e4b-b46a-81223ffe237d,2020,11,9,Unknown
25fdd851-1a62-4b23-ac3b-e39e1d1d5bd0,2017,5,2,Spring
ea2fd7d8-b532-41b4-a5f8-110c12f0b7ed,2017,10,31,Unknown
dcc6e854-4d09-470c-8f4c-24778c7d72cf,2017,1,23,Winter
0cc928a5-e78e-447b-b58e-e45fcfee76c2,2020,10,22,Unknown
877342bc-ecd4-4f21-a058-d9287c9f6faa,2016,9,2,Summer
1caf5ae3-9520-453b-9ad6-93d981cd4982,2022,4,8,Spring
468750ed-b6dd-4729-9441-03dfe93a6e95,2020,10,21,Unknown
3cc815d8-52ea-4bf4-8164-93bf21da0d4f,2024,3,26,Spring
2d23b3ba-8810-4d95-a70f-e1aab7e3c072,2017,3,11,Winter
467c3d5a-1285-4a1a-8c36-c2ece98e2caa,2022,1,1,Winter
59d4ff08-404b-4fe4-82eb-a1746c7e5fba,2023,11,4,Unknown
04319fc2-99ee-4b0a-824a-03ad8314078a,2018,6,14,Spring
8034ccdb-2a79-406b-81c5-96346ff6d421,2025,1,1,Winter
d9231adf-3f0e-4505-9094-e339c59c65cf,2022,11,30,Unknown
76082812-3e3e-4777-b83f-b364722ad377,2023,9,1,Summer
adfaed5b-9fd6-42c8-b9e6-b5f94d0352f4,2023,5,5,Spring
5c0c8cc2-df64-46d6-8d9e-3f1ff442fda0,2024,7,5,Summer
183830aa-09b8-42b0-a8d7-e2ae65731719,2022,9,9,Summer
9fa6c8a8-6d8c-42dd-97df-c25b187bc38d,2022,9,5,Summer
b171102a-1650-4139-a09e-f8ba6b41f650,2024,9,20,Summer
c9d46718-6d90-4577-baac-c0ac902af92d,2019,3,1,Winter
d1d91a9b-927c-43b4-afbd-09453fd40856,2024,2,27,Winter
a446370f-7149-481a-a228-e59ec09fb4fa,2017,4,7,Spring
50ad20c5-3a52-415e-91c2-393335461128,2020,7,17,Summer
faba51a8-9362-4061-9f9a-f819edb65d7d,2019,9,27,Autumn
9cf5b0fa-584c-4086-a9a0-208d20a29ca2,2024,9,13,Summer
a63c1863-4cd6-4682-ad56-190fd166c4ef,2019,10,4,Unknown
b811c6f3-6d2b-4314-ab87-7e5f1cad809e,2017,4,4,Spring
5c837215-d70c-41dd-9c80-06d22b8dbcda,2017,4,14,Spring
2768c8e7-2233-414d-9b01-8db93f631798,2019,2,21,Winter
a029721f-f8ca-4a0c-8068-2d6a04ee2efa,2018,7,13,Summer
a0e73c87-850c-416e-ac39-5c7270f07cfd,2016,12,12,Autumn
4cf3e5be-94c4-49fb-8446-8823c668d4b4,2022,3,9,Winter
39912d8f-3779-49ec-920e-c41605d1d23c,2017,10,20,Unknown
b093f5bf-c396-48d9-9e1d-89e9221c1cad,2020,7,1,Summer
06c5d67f-63ee-4a0f-98e4-499497499220,2017,2,27,Winter
5f9bfefa-f934-41d5-b9b9-de8bc3b8c3ed,2019,2,12,Winter
adcebe1d-1440-42d2-9467-ef9ad5aec7df,2016,8,16,Summer
d4b83bed-4348-49a4-8317-300e41e7a7fb,2018,3,21,Spring
9e778689-3c2b-44b5-94bc-046aa998eb31,2024,11,27,Unknown
8b271fac-2ff5-4aa2-9f39-0783355a8171,2023,3,31,Spring
de7828ea-eadd-49af-a20a-f1656d93787c,2022,12,16,Autumn
cf8eb25f-2892-4866-a7b6-f08c6a2a91e4,2017,1,30,Winter
74560413-68a3-44f7-89c7-8d71a5ed52ef,2014,12,29,Winter
f7819b92-bd1a-4766-ae44-86f7ca02ddc2,2017,8,8,Summer
a5e3612e-3104-4b5c-b775-6c36094302a2,2016,12,5,Autumn
430340dd-353f-46a2-9cc4-dfd7cd73c915,2016,7,25,Summer
8781c411-77e5-464b-9ad3-05ec40c285ac,2016,12,30,Winter
61725257-809b-4d30-957e-0a56213dc3a5,2022,5,27,Spring
3bde70ab-cc6d-4c27-96dc-3eb8d8802bf2,2017,2,16,Winter
fbd9dffb-f33b-4c98-b6ce-5e4e298de468,2023,4,17,Spring
035bab6b-bdd3-45d9-bcf7-2af99fb7d96a,2020,4,21,Spring
dc2755eb-2800-4a82-a793-28c4d2452c12,2021,10,19,Unknown
9ea7e0fb-63b4-49e9-98d0-91732344c0ba,2022,5,5,Spring
589ce3f0-7037-4470-8544-17746f8a5f63,2016,11,25,Unknown
4307ee65-05e0-4978-a043-a262802d90c7,2017,10,12,Unknown
326309e8-a2d3-485d-a3aa-ef3c15092a31,2019,12,25,Winter
a2c19bfa-326f-4427-8167-7b9861a1d22e,2017,12,18,Autumn
3d25d105-11ae-4be3-a096-af7bb82c7c1b,2020,11,25,Unknown
5ba5f27b-78d9-4966-9ada-88116ac48506,2021,12,31,Winter
8ea484b2-36f0-4b7d-89a7-87ee5efa2444,2012,4,29,Spring
e0230e44-3757-4b41-8c70-657f7fbf9f05,2013,7,12,Summer
25ff69bf-0072-4cf3-8222-c80e9b156b58,2012,11,5,Unknown
44c43a55-13d7-48ff-8906-54d9feea3305,2020,10,12,Unknown
66539b4e-e319-459b-a828-dda425fd4be0,2012,10,28,Unknown
6594e25b-88b5-4c2f-b2b4-f3ea77b2c9be,2012,6,17,Spring
9d49d1a3-d2ec-4bf7-b871-e06729daab32,2017,3,31,Spring
1f455194-bdd8-4654-af0e-d075065cf7c6,2012,1,20,Winter
74bc0681-f5bb-41be-9935-7020d7410eed,2020,3,28,Spring
5ee9d0d4-92d6-4deb-a89f-4e18a545803b,2020,4,6,Spring
5f070709-cc72-4852-b39c-159c714ba537,2025,6,6,Spring
83c71616-ed5f-4398-9c6f-12a96fc4329d,2012,8,27,Summer
e069214a-9c09-4d38-8f83-f05cd473436d,2012,1,1,Winter
2376dc76-8850-4a5a-982d-0a3b80e841bd,2015,1,19,Winter
5c26ddda-f973-40ce-96b6-f73a46bd8fb4,2017,4,28,Spring
af2f4180-c898-43af-b01b-6c14a3c2ca2b,2017,5,19,Spring
202c4edb-055b-480c-8b6d-d36cf4e3cae0,2019,6,14,Spring
5de63e13-0825-4ad3-8f30-e7b9765eb9fc,2020,7,10,Summer
941363fb-344f-4066-bdd5-a1c22b8a3fd2,2017,11,20,Unknown
1ca9197e-63a5-4daf-8d77-490ba3508b1b,2018,5,25,Spring
7c780697-d01c-4c79-8d6d-aa9b884fc6e3,2013,9,17,Summer
6529bdfa-8c32-4f1b-a848-bac49c396104,2017,3,17,Winter
9222b5f5-c851-4f27-9bb4-7015d72887e2,2021,3,26,Spring
3efe2e27-94ac-422c-899f-c8e665cae2d6,2021,2,26,Winter
24d4e463-bd84-47f5-bc79-afc033c120de,2023,6,2,Spring
6241d806-8ecb-4719-b2e4-c13467ada7c7,2018,4,27,Spring
4e3f21fe-3b76-4c43-a6a2-d713404084d1,2020,7,2,Summer
e8a5ad8a-885d-4162-95bf-e3487aba14bf,2019,2,8,Winter
9bc573fd-649e-4db4-9a94-de0d1873c005,2016,2,22,Winter
8f497827-d30d-44ee-8044-07d436a3a857,2023,5,4,Spring
d8659d6f-cde3-4366-9166-d30ebb9610a3,2020,12,11,Autumn
84c171fc-0a6f-4f9c-8e37-f8d71466497c,2019,5,17,Spring
01c2a6a3-684e-488e-a095-5318f6397a96,2025,5,23,Spring
1ecf9e4d-a1f4-41a9-8fa3-d9aacf603126,2020,4,30,Spring
b30c8388-7e07-4503-820e-7c4ca0b66789,2023,6,6,Spring
1edb57c0-e2c1-4308-b318-9a4490d8b20f,2013,9,21,Summer
b7740ab5-00a1-47cc-9650-8f4d7a5c8688,2015,1,27,Winter
c3510d21-f946-4304-bd6d-6df06931fdcc,2017,3,9,Winter
03ce51ea-99e7-4e34-a6d1-2eeb9e972332,2021,5,12,Spring
6ddaa1e8-c076-49a2-b35b-c5f499790d92,2024,4,19,Spring
e783ab3e-04c6-49e5-ad3f-f0c6f506b6ff,2022,6,30,Summer
2492e5b7-d18d-4805-9812-56b60632fe3a,2013,5,13,Spring
485955d8-42da-429f-9390-4fccd377c627,2023,11,22,Unknown
a182a8fa-7707-48b2-b362-f91541e5bbae,2016,3,3,Winter
74c9eb8d-4e3b-483f-bd1f-cd75d2e1ce37,2025,4,18,Spring
12da1182-fb9a-4394-a750-d68c9a618ea0,2017,10,3,Unknown
62c577f1-9be3-4daa-8447-adb2bda0c492,2016,11,14,Unknown
2a9707db-a6b2-4904-a0fe-caac5252e34b,2022,1,14,Winter
9ed6572c-372a-4d7e-94a5-529de9e7a7c6,2025,5,29,Spring
9a4de202-ba6d-477f-9b97-4a31b18414d7,2018,10,16,Unknown
bb4e9c8e-2c68-4731-87b5-3f142f763d78,2010,10,12,Unknown
b7461fbe-05d2-4705-aa08-755f0f4c549c,2006,6,28,Summer
7f8abcd7-2327-43da-9fcd-89a8bfb0fd16,2008,1,1,Winter
0b28f274-36a8-4dba-8c5b-f4293dcc049a,2004,1,1,Winter
0a6718a8-4848-427b-bbeb-1a5fc8381a1a,2017,9,27,Autumn
300b8024-42f3-42a8-8508-95da2b530f05,2008,4,15,Spring
c18dad7e-91ae-4531-9ce1-1e88a0b37b9f,2017,9,21,Summer
61a1ebc6-70b2-4890-8ea8-92f4a7f7930e,2011,7,16,Summer
1fdfa219-f16c-4856-befd-20d5adc7959c,2017,9,29,Autumn
905e5115-3061-45ee-b483-32ebde7ea09d,2020,8,15,Summer
bc997872-c0a7-4016-addd-fc2f6ba89b06,2013,12,21,Winter
23316ac9-442c-4894-8888-b62d15fb0b73,2012,6,19,Spring
a564c556-8634-4477-b439-849ccbd12a18,2015,7,2,Summer
2fe0fd9d-7675-48cf-ab9d-6c6ff3103fc1,2017,5,26,Spring
dbf357ac-2d29-4099-a34f-4995b8c22c6c,2012,5,11,Spring
99987302-1832-4e0d-aac5-97d4581839d7,2015,9,25,Autumn
0370eaa4-314a-4d77-b4ee-423689811716,2016,12,3,Autumn
8fadf4dc-18cd-43ee-aeac-99383c3cb049,2008,3,15,Winter
8d1588ae-cce9-4e9b-9583-3e297bead6c2,2024,9,17,Summer
645e7555-9db1-41d1-81e8-31a6273d09cd,2024,5,17,Spring
d64be1c2-0dc6-40ea-b993-ab918fa253dd,2023,4,21,Spring
693a5980-5982-4203-8411-1468664b60da,2023,2,9,Winter
080966f4-1cde-4f35-b357-020e30f0137d,2023,7,14,Summer
c613863d-6333-4f53-876f-3429166dc2d1,2025,1,24,Winter
30afd025-899b-4ff6-ac25-cf20481fca0c,2025,3,7,Winter
edb41c85-bf7b-45e5-944b-59e601751a1e,2024,1,25,Winter
bcd5f902-257d-466e-a57a-96b7b6a11ae9,2023,11,10,Unknown
81b64b9b-2cd6-48df-85a3-fd9427d9430f,2022,2,16,Winter
35c828e6-db2d-4889-bb08-38f7b5a7f619,2024,7,17,Summer
cfb03ae1-8a20-4b06-a509-ce2b810391e5,2022,6,17,Spring
be22ddfd-09d1-411f-8a11-ea2ee8927a5a,2021,12,15,Autumn
82445bc7-33b5-4b1c-bc1b-3833c8465cac,2017,6,30,Summer
527b4aad-2392-4ced-95c3-24f81e5360bc,2020,6,26,Summer
bae4762c-12f0-4888-b51d-dfa9e0089ab8,2013,6,4,Spring
fcf94ce1-849f-428c-9dea-cdf1291db007,2021,4,9,Spring
73dbdbe6-2406-46da-8d52-7a68969a02d4,2015,6,23,Summer
ae5c1ebb-620f-4133-ba6c-368950cb7549,2023,1,13,Winter
c5500706-dda9-4bd7-b8e0-cf86c20f19bb,2018,9,14,Summer
e3a5bc08-aff4-4a69-bffe-d2e16d6647d8,2011,6,10,Spring
ba02b1ae-218f-4db8-b33e-017d51f16d08,2021,12,10,Autumn
11cd7a5c-f02f-4cec-b2c4-3ed2f0c517e2,2015,11,25,Unknown
ecdc8d58-ed1c-4d84-b058-07a3c87230c7,2018,9,7,Summer
e6b611e4-4097-420f-aaaa-363e77a39bdc,2017,9,22,Summer
5e03a2a4-66cb-4149-a3f7-69047241fb39,2017,4,21,Spring
850b0700-b8b8-49a5-ba78-ff18b8c9ff68,2025,1,10,Winter
698b1129-006d-4ee4-b4f1-dd61f4326821,2019,6,5,Spring
1beb58a9-b5b2-4390-9686-fee6c0e4c155,2020,6,11,Spring
00580336-2b2f-4c3b-a70c-f3829d22037b,2015,5,5,Spring
793ec01c-aff5-4609-ae4d-54b52705ea91,2013,4,23,Spring
b84f3d5a-b02d-4eac-a2b2-888b6aa51e95,2020,12,16,Autumn
f4199055-5049-4157-85de-d4a215209d9f,2017,6,2,Spring
5fa51c53-8852-4d00-9a91-4e69b4799817,2015,5,26,Spring
6bef2268-c656-46ff-9dfa-af8d15ac6b06,2019,6,21,Summer
33f75b8a-1240-44f7-adfc-c3913ecbed2f,2011,6,14,Spring
600bcce8-0af3-4356-9f4d-6b473dcac17d,2015,6,16,Spring
3c52ba78-4690-4519-b794-df3e294ea024,2021,4,28,Spring
21268ff0-d072-449c-872a-1f72db7164f4,2015,7,23,Summer
1589c9e7-969f-42d5-9094-aa23d1405456,2011,5,20,Spring
177a58d5-fa6d-439c-be0c-3bdf6f8bef68,2018,11,29,Unknown
90f412b2-a5a4-4c90-a5d0-b392c8c0408a,2015,11,27,Unknown
ea47f300-d72b-4c41-a22a-72dd94b542d9,2006,1,1,Winter
12e257db-715f-4bcd-9cce-9a4469e4c2c7,2013,4,5,Spring
a7810593-b28b-497d-a1a7-652b2960c0c4,2020,11,27,Unknown
708def46-bcab-4422-81aa-8839132b0ced,2018,6,1,Spring
b85c2e9e-686b-4bed-b46d-2feb9dd8a0d8,2018,4,6,Spring
751f53eb-952b-4169-a380-3085cfaaeb09,2018,2,16,Winter
116ebfb2-8dc1-4a55-ab8f-43f90e5faa5a,2009,10,11,Unknown
e346baef-bfa2-4668-9e81-6fb634014691,2009,1,1,Winter
d93460ae-9c33-44b1-90e3-3e3573c7cc8e,2018,11,22,Unknown
863d8ba2-4eed-4763-a8dd-1a4e7f7aa50a,2005,4,11,Spring
b0431513-1fe1-45cf-ace7-3d926088345c,2013,5,10,Spring
f328de75-e9ec-4e2c-bce1-0984edcac1af,2013,11,26,Unknown
b5e20803-b794-4169-bd59-519bd308116d,2019,5,14,Spring
e6f65543-b177-40dc-9df5-c56324d54d8a,2017,12,15,Autumn
203fdc97-854b-41c1-86d3-84904bfb4dfe,2025,5,21,Spring
d0f837b8-20a6-47c3-88c3-c59fed216ccd,2010,11,15,Unknown
508c5dce-9886-4063-80fd-5747bb1310d6,2015,11,6,Unknown
f0aa1ef5-6ec6-4e54-9453-f13b36c6a600,2013,10,30,Unknown
07dd35c6-481c-4922-ac38-46fe21297cb0,2015,1,1,Winter
31be28ca-78b5-4041-8c57-4a9031d394a9,2008,10,9,Unknown
95341977-d253-4fd2-bed8-a41eb300eb89,2004,4,30,Spring
714a2877-e6e2-40e5-8d1c-1988893009ef,2018,2,23,Winter
39c11daf-d347-4024-bf99-52572ce846a2,2012,3,20,Winter
dc65248a-c044-4c1a-98fd-5ab3d4c7ebb8,2005,1,1,Winter
51d23b6d-2555-4223-b94b-ebfa5199d33c,1999,1,1,Winter
da8fd81b-d837-4e1f-a15f-35e436b62660,2017,4,5,Spring
ba2cdfe3-8b7e-44de-ad1e-e1b1b17ec337,2024,2,26,Winter
e8ced3b3-36a4-4f80-9927-457196d5a3b8,2013,11,18,Unknown
43613d03-3dbb-4309-8f37-1eafae0498b4,2017,11,12,Unknown
2d22f1ab-02d4-4e3f-92f8-3837ef84258f,2017,2,24,Winter
e2312516-d63a-4a7f-9aa1-01634556f30f,2017,3,24,Spring
b41776b8-564b-42e4-bf81-3d7ff37abb32,2018,2,1,Winter
d0068df9-c229-4e55-bafe-beeb77f8aa06,2020,7,3,Summer
